Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal,,,,,,,,,,,,,,,,,,,,,,Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal
48,16,196,4,,,,,,,,,,,,,,,,,,,,,,48,16,196,4
188,72,264,228,,,,,,,,,,,,,,,,,,,,,,188,72,264,228
48,16,200,12,,,,,,,,,,,,,,,,,,,,,,48,16,200,12
52,20,272,24,,,,,,,,,,,,,,,,,,,,,,52,20,272,24
364,84,628,180,,,,,,,,,,,,,,,,,,,,,,364,84,628,180
156,56,280,296,,,,,,,,,,,,,,,,,,,,,,156,56,280,296
56,24,236,24,,,,,,,,,,,,,,,,,,,,,,56,24,236,24
240,76,564,156,,,,,,,,,,,,,,,,,,,,,,240,76,564,156
212,72,440,412,,,,,,,,,,,,,,,,,,,,,,212,72,440,412
328,88,532,180,,,,,,,,,,,,,,,,,,,,,,328,88,532,180
316,80,548,208,,,,,,,,,,,,,,,,,,,,,,316,80,548,208
268,76,640,200,,,,,,,,,,,,,,,,,,,,,,268,76,640,200
328,76,544,156,,,,,,,,,,,,,,,,,,,,,,328,76,544,156
76,32,188,20,,,,,,,,,,,,,,,,,,,,,,76,32,188,20
116,56,472,104,,,,,,,,,,,,,,,,,,,,,,116,56,472,104
76,36,192,12,,,,,,,,,,,,,,,,,,,,,,76,36,192,12
324,84,592,160,,,,,,,,,,,,,,,,,,,,,,324,84,592,160
276,72,536,156,,,,,,,,,,,,,,,,,,,,,,276,72,536,156
60,28,200,20,,,,,,,,,,,,,,,,,,,,,,60,28,200,20
312,76,492,172,,,,,,,,,,,,,,,,,,,,,,312,76,492,172
248,88,616,168,,,,,,,,,,,,,,,,,,,,,,248,88,616,168
48,16,180,12,,,,,,,,,,,,,,,,,,,,,,48,16,180,12
192,64,328,56,,,,,,,,,,,,,,,,,,,,,,192,64,328,56
84,36,268,32,,,,,,,,,,,,,,,,,,,,,,84,36,268,32
280,80,568,156,,,,,,,,,,,,,,,,,,,,,,280,80,568,156
352,80,612,200,,,,,,,,,,,,,,,,,,,,,,352,80,612,200
348,80,568,212,,,,,,,,,,,,,,,,,,,,,,348,80,568,212
56,24,188,16,,,,,,,,,,,,,,,,,,,,,,56,24,188,16
308,76,540,164,,,,,,,,,,,,,,,,,,,,,,308,76,540,164
72,32,244,24,,,,,,,,,,,,,,,,,,,,,,72,32,244,24
400,88,612,260,,,,,,,,,,,,,,,,,,,,,,400,88,612,260
164,60,264,272,,,,,,,,,,,,,,,,,,,,,,164,60,264,272
68,28,192,40,,,,,,,,,,,,,,,,,,,,,,68,28,192,40
64,28,236,28,,,,,,,,,,,,,,,,,,,,,,64,28,236,28
60,28,192,24,,,,,,,,,,,,,,,,,,,,,,60,28,192,24
60,28,192,20,,,,,,,,,,,,,,,,,,,,,,60,28,192,20
360,84,552,184,,,,,,,,,,,,,,,,,,,,,,360,84,552,184
332,84,572,188,,,,,,,,,,,,,,,,,,,,,,332,84,572,188
52,20,96,16,,,,,,,,,,,,,,,,,,,,,,52,20,96,16
44,16,148,16,,,,,,,,,,,,,,,,,,,,,,44,16,148,16
256,72,568,192,,,,,,,,,,,,,,,,,,,,,,256,72,568,192
296,80,520,148,,,,,,,,,,,,,,,,,,,,,,296,80,520,148
200,68,536,144,,,,,,,,,,,,,,,,,,,,,,200,68,536,144
280,72,536,192,,,,,,,,,,,,,,,,,,,,,,280,72,536,192
192,64,252,224,,,,,,,,,,,,,,,,,,,,,,192,64,252,224
72,28,192,32,,,,,,,,,,,,,,,,,,,,,,72,28,192,32
160,76,476,424,,,,,,,,,,,,,,,,,,,,,,160,76,476,424
60,28,228,16,,,,,,,,,,,,,,,,,,,,,,60,28,228,16
328,84,648,212,,,,,,,,,,,,,,,,,,,,,,328,84,648,212
336,84,628,180,,,,,,,,,,,,,,,,,,,,,,336,84,628,180
52,20,168,20,,,,,,,,,,,,,,,,,,,,,,52,20,168,20
68,28,240,36,,,,,,,,,,,,,,,,,,,,,,68,28,240,36
264,76,588,180,,,,,,,,,,,,,,,,,,,,,,264,76,588,180
340,80,604,184,,,,,,,,,,,,,,,,,,,,,,340,80,604,184
192,64,324,212,,,,,,,,,,,,,,,,,,,,,,192,64,324,212
76,36,200,16,,,,,,,,,,,,,,,,,,,,,,76,36,200,16
364,84,576,196,,,,,,,,,,,,,,,,,,,,,,364,84,576,196
316,80,620,200,,,,,,,,,,,,,,,,,,,,,,316,80,620,200
336,80,576,164,,,,,,,,,,,,,,,,,,,,,,336,80,576,164
184,60,236,192,,,,,,,,,,,,,,,,,,,,,,184,60,236,192
304,76,592,156,,,,,,,,,,,,,,,,,,,,,,304,76,592,156
200,64,400,68,,,,,,,,,,,,,,,,,,,,,,200,64,400,68
84,36,248,28,,,,,,,,,,,,,,,,,,,,,,84,36,248,28
308,76,520,188,,,,,,,,,,,,,,,,,,,,,,308,76,520,188
396,84,608,216,,,,,,,,,,,,,,,,,,,,,,396,84,608,216
348,84,620,196,,,,,,,,,,,,,,,,,,,,,,348,84,620,196
176,60,248,200,,,,,,,,,,,,,,,,,,,,,,176,60,248,200
224,68,316,380,,,,,,,,,,,,,,,,,,,,,,224,68,316,380
352,84,568,188,,,,,,,,,,,,,,,,,,,,,,352,84,568,188
48,16,204,16,,,,,,,,,,,,,,,,,,,,,,48,16,204,16
248,80,576,176,,,,,,,,,,,,,,,,,,,,,,248,80,576,176
280,76,560,200,,,,,,,,,,,,,,,,,,,,,,280,76,560,200
52,20,240,32,,,,,,,,,,,,,,,,,,,,,,52,20,240,32
212,68,264,212,,,,,,,,,,,,,,,,,,,,,,212,68,264,212
352,76,560,184,,,,,,,,,,,,,,,,,,,,,,352,76,560,184
80,36,248,20,,,,,,,,,,,,,,,,,,,,,,80,36,248,20
344,84,616,236,,,,,,,,,,,,,,,,,,,,,,344,84,616,236
44,8,164,16,,,,,,,,,,,,,,,,,,,,,,44,8,164,16
344,80,560,184,,,,,,,,,,,,,,,,,,,,,,344,80,560,184
280,84,636,160,,,,,,,,,,,,,,,,,,,,,,280,84,636,160
200,64,272,300,,,,,,,,,,,,,,,,,,,,,,200,64,272,300
152,56,328,56,,,,,,,,,,,,,,,,,,,,,,152,56,328,56
60,24,208,20,,,,,,,,,,,,,,,,,,,,,,60,24,208,20
312,80,620,208,,,,,,,,,,,,,,,,,,,,,,312,80,620,208
376,84,600,212,,,,,,,,,,,,,,,,,,,,,,376,84,600,212
296,76,580,176,,,,,,,,,,,,,,,,,,,,,,296,76,580,176
76,36,200,20,,,,,,,,,,,,,,,,,,,,,,76,36,200,20
52,20,208,8,,,,,,,,,,,,,,,,,,,,,,52,20,208,8
112,48,248,32,,,,,,,,,,,,,,,,,,,,,,112,48,248,32
352,84,580,208,,,,,,,,,,,,,,,,,,,,,,352,84,580,208
296,72,540,184,,,,,,,,,,,,,,,,,,,,,,296,72,540,184
312,80,572,184,,,,,,,,,,,,,,,,,,,,,,312,80,572,184
344,84,692,224,,,,,,,,,,,,,,,,,,,,,,344,84,692,224
92,40,268,24,,,,,,,,,,,,,,,,,,,,,,92,40,268,24
88,40,236,24,,,,,,,,,,,,,,,,,,,,,,88,40,236,24
376,80,632,204,,,,,,,,,,,,,,,,,,,,,,376,80,632,204
292,80,604,192,,,,,,,,,,,,,,,,,,,,,,292,80,604,192
316,80,588,168,,,,,,,,,,,,,,,,,,,,,,316,80,588,168
304,80,668,192,,,,,,,,,,,,,,,,,,,,,,304,80,668,192
252,72,572,168,,,,,,,,,,,,,,,,,,,,,,252,72,572,168
364,80,616,192,,,,,,,,,,,,,,,,,,,,,,364,80,616,192
288,80,524,164,,,,,,,,,,,,,,,,,,,,,,288,80,524,164
304,76,552,164,,,,,,,,,,,,,,,,,,,,,,304,76,552,164
308,72,508,180,,,,,,,,,,,,,,,,,,,,,,308,72,508,180
272,80,596,160,,,,,,,,,,,,,,,,,,,,,,272,80,596,160
44,8,192,12,,,,,,,,,,,,,,,,,,,,,,44,8,192,12
400,80,604,192,,,,,,,,,,,,,,,,,,,,,,400,80,604,192
328,80,548,164,,,,,,,,,,,,,,,,,,,,,,328,80,548,164
44,12,200,16,,,,,,,,,,,,,,,,,,,,,,44,12,200,16
48,16,212,16,,,,,,,,,,,,,,,,,,,,,,48,16,212,16
392,84,584,176,,,,,,,,,,,,,,,,,,,,,,392,84,584,176
344,76,536,180,,,,,,,,,,,,,,,,,,,,,,344,76,536,180
340,92,608,212,,,,,,,,,,,,,,,,,,,,,,340,92,608,212
284,76,580,160,,,,,,,,,,,,,,,,,,,,,,284,76,580,160
140,56,268,52,,,,,,,,,,,,,,,,,,,,,,140,56,268,52
396,92,648,268,,,,,,,,,,,,,,,,,,,,,,396,92,648,268
148,56,360,64,,,,,,,,,,,,,,,,,,,,,,148,56,360,64
160,56,328,36,,,,,,,,,,,,,,,,,,,,,,160,56,328,36
312,80,600,180,,,,,,,,,,,,,,,,,,,,,,312,80,600,180
84,36,232,20,,,,,,,,,,,,,,,,,,,,,,84,36,232,20
236,72,464,464,,,,,,,,,,,,,,,,,,,,,,236,72,464,464
292,80,608,160,,,,,,,,,,,,,,,,,,,,,,292,80,608,160
44,8,152,12,,,,,,,,,,,,,,,,,,,,,,44,8,152,12
92,40,224,16,,,,,,,,,,,,,,,,,,,,,,92,40,224,16
384,84,612,204,,,,,,,,,,,,,,,,,,,,,,384,84,612,204
80,32,192,32,,,,,,,,,,,,,,,,,,,,,,80,32,192,32
268,72,508,152,,,,,,,,,,,,,,,,,,,,,,268,72,508,152
60,24,260,28,,,,,,,,,,,,,,,,,,,,,,60,24,260,28
332,76,612,180,,,,,,,,,,,,,,,,,,,,,,332,76,612,180
312,80,596,176,,,,,,,,,,,,,,,,,,,,,,312,80,596,176
204,76,404,296,,,,,,,,,,,,,,,,,,,,,,204,76,404,296
44,8,184,20,,,,,,,,,,,,,,,,,,,,,,44,8,184,20
248,72,532,172,,,,,,,,,,,,,,,,,,,,,,248,72,532,172
240,72,500,152,,,,,,,,,,,,,,,,,,,,,,240,72,500,152
44,8,120,12,,,,,,,,,,,,,,,,,,,,,,44,8,120,12
52,20,172,32,,,,,,,,,,,,,,,,,,,,,,52,20,172,32
48,16,144,12,,,,,,,,,,,,,,,,,,,,,,48,16,144,12
76,32,208,28,,,,,,,,,,,,,,,,,,,,,,76,32,208,28
324,76,564,176,,,,,,,,,,,,,,,,,,,,,,324,76,564,176
308,84,476,164,,,,,,,,,,,,,,,,,,,,,,308,84,476,164
280,76,556,168,,,,,,,,,,,,,,,,,,,,,,280,76,556,168
340,84,560,188,,,,,,,,,,,,,,,,,,,,,,340,84,560,188
244,76,616,200,,,,,,,,,,,,,,,,,,,,,,244,76,616,200
356,76,552,176,,,,,,,,,,,,,,,,,,,,,,356,76,552,176
304,76,552,188,,,,,,,,,,,,,,,,,,,,,,304,76,552,188
72,32,204,32,,,,,,,,,,,,,,,,,,,,,,72,32,204,32
320,80,592,228,,,,,,,,,,,,,,,,,,,,,,320,80,592,228
44,16,216,16,,,,,,,,,,,,,,,,,,,,,,44,16,216,16
272,76,604,212,,,,,,,,,,,,,,,,,,,,,,272,76,604,212
44,8,160,12,,,,,,,,,,,,,,,,,,,,,,44,8,160,12
336,80,608,220,,,,,,,,,,,,,,,,,,,,,,336,80,608,220
72,32,216,28,,,,,,,,,,,,,,,,,,,,,,72,32,216,28
72,32,264,28,,,,,,,,,,,,,,,,,,,,,,72,32,264,28
156,68,480,360,,,,,,,,,,,,,,,,,,,,,,156,68,480,360
352,84,656,116,,,,,,,,,,,,,,,,,,,,,,352,84,656,116
360,84,656,236,,,,,,,,,,,,,,,,,,,,,,360,84,656,236
320,76,584,180,,,,,,,,,,,,,,,,,,,,,,320,76,584,180
368,84,604,216,,,,,,,,,,,,,,,,,,,,,,368,84,604,216
360,80,564,188,,,,,,,,,,,,,,,,,,,,,,360,80,564,188
288,72,584,172,,,,,,,,,,,,,,,,,,,,,,288,72,584,172
288,76,544,152,,,,,,,,,,,,,,,,,,,,,,288,76,544,152
392,88,652,212,,,,,,,,,,,,,,,,,,,,,,392,88,652,212
160,60,260,220,,,,,,,,,,,,,,,,,,,,,,160,60,260,220
304,76,520,212,,,,,,,,,,,,,,,,,,,,,,304,76,520,212
76,32,192,20,,,,,,,,,,,,,,,,,,,,,,76,32,192,20
84,36,268,24,,,,,,,,,,,,,,,,,,,,,,84,36,268,24
340,80,636,208,,,,,,,,,,,,,,,,,,,,,,340,80,636,208
64,28,196,20,,,,,,,,,,,,,,,,,,,,,,64,28,196,20
220,80,472,324,,,,,,,,,,,,,,,,,,,,,,220,80,472,324
340,80,648,184,,,,,,,,,,,,,,,,,,,,,,340,80,648,184
60,28,192,20,,,,,,,,,,,,,,,,,,,,,,60,28,192,20
376,84,628,212,,,,,,,,,,,,,,,,,,,,,,376,84,628,212
180,64,312,188,,,,,,,,,,,,,,,,,,,,,,180,64,312,188
380,84,584,188,,,,,,,,,,,,,,,,,,,,,,380,84,584,188
64,28,224,28,,,,,,,,,,,,,,,,,,,,,,64,28,224,28
252,76,524,140,,,,,,,,,,,,,,,,,,,,,,252,76,524,140
60,24,184,24,,,,,,,,,,,,,,,,,,,,,,60,24,184,24
96,40,212,20,,,,,,,,,,,,,,,,,,,,,,96,40,212,20
344,80,620,228,,,,,,,,,,,,,,,,,,,,,,344,80,620,228
168,68,340,388,,,,,,,,,,,,,,,,,,,,,,168,68,340,388
304,76,556,164,,,,,,,,,,,,,,,,,,,,,,304,76,556,164
408,96,632,236,,,,,,,,,,,,,,,,,,,,,,408,96,632,236
380,84,616,228,,,,,,,,,,,,,,,,,,,,,,380,84,616,228
56,24,176,20,,,,,,,,,,,,,,,,,,,,,,56,24,176,20
336,84,628,240,,,,,,,,,,,,,,,,,,,,,,336,84,628,240
280,76,588,176,,,,,,,,,,,,,,,,,,,,,,280,76,588,176
188,64,288,308,,,,,,,,,,,,,,,,,,,,,,188,64,288,308
52,20,200,24,,,,,,,,,,,,,,,,,,,,,,52,20,200,24
308,80,556,180,,,,,,,,,,,,,,,,,,,,,,308,80,556,180
144,52,240,40,,,,,,,,,,,,,,,,,,,,,,144,52,240,40
404,84,580,224,,,,,,,,,,,,,,,,,,,,,,404,84,580,224
56,24,192,16,,,,,,,,,,,,,,,,,,,,,,56,24,192,16
92,36,348,0,,,,,,,,,,,,,,,,,,,,,,92,36,348,0
312,80,520,192,,,,,,,,,,,,,,,,,,,,,,312,80,520,192
268,76,592,180,,,,,,,,,,,,,,,,,,,,,,268,76,592,180
336,80,628,224,,,,,,,,,,,,,,,,,,,,,,336,80,628,224
316,76,520,180,,,,,,,,,,,,,,,,,,,,,,316,76,520,180
288,76,572,216,,,,,,,,,,,,,,,,,,,,,,288,76,572,216
296,76,560,228,,,,,,,,,,,,,,,,,,,,,,296,76,560,228
304,76,684,220,,,,,,,,,,,,,,,,,,,,,,304,76,684,220
48,16,216,12,,,,,,,,,,,,,,,,,,,,,,48,16,216,12
52,20,156,16,,,,,,,,,,,,,,,,,,,,,,52,20,156,16
356,84,608,204,,,,,,,,,,,,,,,,,,,,,,356,84,608,204
60,24,268,24,,,,,,,,,,,,,,,,,,,,,,60,24,268,24
272,72,460,140,,,,,,,,,,,,,,,,,,,,,,272,72,460,140
312,80,584,180,,,,,,,,,,,,,,,,,,,,,,312,80,584,180
64,24,152,12,,,,,,,,,,,,,,,,,,,,,,64,24,152,12
160,60,300,308,,,,,,,,,,,,,,,,,,,,,,160,60,300,308
332,76,628,200,,,,,,,,,,,,,,,,,,,,,,332,76,628,200
372,88,620,188,,,,,,,,,,,,,,,,,,,,,,372,88,620,188
340,80,560,196,,,,,,,,,,,,,,,,,,,,,,340,80,560,196
288,76,544,148,,,,,,,,,,,,,,,,,,,,,,288,76,544,148
168,60,324,320,,,,,,,,,,,,,,,,,,,,,,168,60,324,320
236,72,524,132,,,,,,,,,,,,,,,,,,,,,,236,72,524,132
48,12,180,16,,,,,,,,,,,,,,,,,,,,,,48,12,180,16
284,80,524,168,,,,,,,,,,,,,,,,,,,,,,284,80,524,168
280,76,584,172,,,,,,,,,,,,,,,,,,,,,,280,76,584,172
84,40,288,36,,,,,,,,,,,,,,,,,,,,,,84,40,288,36
316,76,612,192,,,,,,,,,,,,,,,,,,,,,,316,76,612,192
348,80,592,208,,,,,,,,,,,,,,,,,,,,,,348,80,592,208
400,88,756,144,,,,,,,,,,,,,,,,,,,,,,400,88,756,144
48,12,228,20,,,,,,,,,,,,,,,,,,,,,,48,12,228,20
52,20,164,12,,,,,,,,,,,,,,,,,,,,,,52,20,164,12
432,100,656,392,,,,,,,,,,,,,,,,,,,,,,432,100,656,392
56,20,200,28,,,,,,,,,,,,,,,,,,,,,,56,20,200,28
104,44,240,24,,,,,,,,,,,,,,,,,,,,,,104,44,240,24
92,40,268,12,,,,,,,,,,,,,,,,,,,,,,92,40,268,12
356,84,628,208,,,,,,,,,,,,,,,,,,,,,,356,84,628,208
48,16,188,16,,,,,,,,,,,,,,,,,,,,,,48,16,188,16
332,84,580,184,,,,,,,,,,,,,,,,,,,,,,332,84,580,184
64,28,244,16,,,,,,,,,,,,,,,,,,,,,,64,28,244,16
156,56,296,236,,,,,,,,,,,,,,,,,,,,,,156,56,296,236
340,80,684,364,,,,,,,,,,,,,,,,,,,,,,340,80,684,364
344,136,568,308,,,,,,,,,,,,,,,,,,,,,,344,136,568,308
328,80,588,160,,,,,,,,,,,,,,,,,,,,,,328,80,588,160
68,32,188,20,,,,,,,,,,,,,,,,,,,,,,68,32,188,20
44,8,156,12,,,,,,,,,,,,,,,,,,,,,,44,8,156,12
64,28,168,20,,,,,,,,,,,,,,,,,,,,,,64,28,168,20
316,80,608,176,,,,,,,,,,,,,,,,,,,,,,316,80,608,176
252,72,536,136,,,,,,,,,,,,,,,,,,,,,,252,72,536,136
212,64,312,272,,,,,,,,,,,,,,,,,,,,,,212,64,312,272
304,80,556,176,,,,,,,,,,,,,,,,,,,,,,304,80,556,176
328,76,572,208,,,,,,,,,,,,,,,,,,,,,,328,76,572,208
168,60,296,364,,,,,,,,,,,,,,,,,,,,,,168,60,296,364
244,76,612,156,,,,,,,,,,,,,,,,,,,,,,244,76,612,156
276,80,652,232,,,,,,,,,,,,,,,,,,,,,,276,80,652,232
44,12,188,24,,,,,,,,,,,,,,,,,,,,,,44,12,188,24
304,84,632,208,,,,,,,,,,,,,,,,,,,,,,304,84,632,208
220,72,440,344,,,,,,,,,,,,,,,,,,,,,,220,72,440,344
328,88,624,188,,,,,,,,,,,,,,,,,,,,,,328,88,624,188
252,68,328,108,,,,,,,,,,,,,,,,,,,,,,252,68,328,108
300,76,620,192,,,,,,,,,,,,,,,,,,,,,,300,76,620,192
256,72,552,180,,,,,,,,,,,,,,,,,,,,,,256,72,552,180
68,28,160,8,,,,,,,,,,,,,,,,,,,,,,68,28,160,8
212,68,260,236,,,,,,,,,,,,,,,,,,,,,,212,68,260,236
260,84,604,164,,,,,,,,,,,,,,,,,,,,,,260,84,604,164
276,80,604,188,,,,,,,,,,,,,,,,,,,,,,276,80,604,188
360,84,592,204,,,,,,,,,,,,,,,,,,,,,,360,84,592,204
52,20,168,12,,,,,,,,,,,,,,,,,,,,,,52,20,168,12
288,80,604,200,,,,,,,,,,,,,,,,,,,,,,288,80,604,200
288,76,592,168,,,,,,,,,,,,,,,,,,,,,,288,76,592,168
252,68,300,60,,,,,,,,,,,,,,,,,,,,,,252,68,300,60
72,32,176,28,,,,,,,,,,,,,,,,,,,,,,72,32,176,28
76,32,172,32,,,,,,,,,,,,,,,,,,,,,,76,32,172,32
316,84,564,176,,,,,,,,,,,,,,,,,,,,,,316,84,564,176
44,8,196,16,,,,,,,,,,,,,,,,,,,,,,44,8,196,16
312,80,576,172,,,,,,,,,,,,,,,,,,,,,,312,80,576,172
252,72,452,408,,,,,,,,,,,,,,,,,,,,,,252,72,452,408
196,76,348,444,,,,,,,,,,,,,,,,,,,,,,196,76,348,444
148,60,316,308,,,,,,,,,,,,,,,,,,,,,,148,60,316,308
260,76,520,168,,,,,,,,,,,,,,,,,,,,,,260,76,520,168
72,32,200,32,,,,,,,,,,,,,,,,,,,,,,72,32,200,32
332,76,612,212,,,,,,,,,,,,,,,,,,,,,,332,76,612,212
296,72,556,180,,,,,,,,,,,,,,,,,,,,,,296,72,556,180
392,84,636,252,,,,,,,,,,,,,,,,,,,,,,392,84,636,252
448,76,296,24,,,,,,,,,,,,,,,,,,,,,,448,76,296,24
352,80,572,188,,,,,,,,,,,,,,,,,,,,,,352,80,572,188
76,84,368,4,,,,,,,,,,,,,,,,,,,,,,76,84,368,4
212,68,340,360,,,,,,,,,,,,,,,,,,,,,,212,68,340,360
44,16,192,36,,,,,,,,,,,,,,,,,,,,,,44,16,192,36
288,80,600,212,,,,,,,,,,,,,,,,,,,,,,288,80,600,212
272,76,576,156,,,,,,,,,,,,,,,,,,,,,,272,76,576,156
324,84,592,212,,,,,,,,,,,,,,,,,,,,,,324,84,592,212
196,68,444,572,,,,,,,,,,,,,,,,,,,,,,196,68,444,572
100,44,256,20,,,,,,,,,,,,,,,,,,,,,,100,44,256,20
348,92,652,164,,,,,,,,,,,,,,,,,,,,,,348,92,652,164
220,68,268,260,,,,,,,,,,,,,,,,,,,,,,220,68,268,260
396,88,592,228,,,,,,,,,,,,,,,,,,,,,,396,88,592,228
96,40,224,32,,,,,,,,,,,,,,,,,,,,,,96,40,224,32
352,88,636,236,,,,,,,,,,,,,,,,,,,,,,352,88,636,236
48,16,172,16,,,,,,,,,,,,,,,,,,,,,,48,16,172,16
320,76,540,176,,,,,,,,,,,,,,,,,,,,,,320,76,540,176
172,68,436,460,,,,,,,,,,,,,,,,,,,,,,172,68,436,460
408,88,628,208,,,,,,,,,,,,,,,,,,,,,,408,88,628,208
48,16,196,20,,,,,,,,,,,,,,,,,,,,,,48,16,196,20
336,84,576,160,,,,,,,,,,,,,,,,,,,,,,336,84,576,160
340,80,504,156,,,,,,,,,,,,,,,,,,,,,,340,80,504,156
316,80,560,192,,,,,,,,,,,,,,,,,,,,,,316,80,560,192
44,12,212,12,,,,,,,,,,,,,,,,,,,,,,44,12,212,12
140,56,276,36,,,,,,,,,,,,,,,,,,,,,,140,56,276,36
196,68,424,444,,,,,,,,,,,,,,,,,,,,,,196,68,424,444
348,84,640,228,,,,,,,,,,,,,,,,,,,,,,348,84,640,228
332,84,616,220,,,,,,,,,,,,,,,,,,,,,,332,84,616,220
100,44,272,28,,,,,,,,,,,,,,,,,,,,,,100,44,272,28
432,92,556,180,,,,,,,,,,,,,,,,,,,,,,432,92,556,180
92,40,240,12,,,,,,,,,,,,,,,,,,,,,,92,40,240,12
200,64,208,232,,,,,,,,,,,,,,,,,,,,,,200,64,208,232
376,84,556,196,,,,,,,,,,,,,,,,,,,,,,376,84,556,196
364,84,632,228,,,,,,,,,,,,,,,,,,,,,,364,84,632,228
284,76,560,152,,,,,,,,,,,,,,,,,,,,,,284,76,560,152
48,16,176,12,,,,,,,,,,,,,,,,,,,,,,48,16,176,12
52,16,172,16,,,,,,,,,,,,,,,,,,,,,,52,16,172,16
316,76,548,168,,,,,,,,,,,,,,,,,,,,,,316,76,548,168
156,60,268,236,,,,,,,,,,,,,,,,,,,,,,156,60,268,236
64,28,196,12,,,,,,,,,,,,,,,,,,,,,,64,28,196,12
356,84,612,168,,,,,,,,,,,,,,,,,,,,,,356,84,612,168
236,76,580,204,,,,,,,,,,,,,,,,,,,,,,236,76,580,204
252,76,608,160,,,,,,,,,,,,,,,,,,,,,,252,76,608,160
340,76,536,220,,,,,,,,,,,,,,,,,,,,,,340,76,536,220
344,80,532,200,,,,,,,,,,,,,,,,,,,,,,344,80,532,200
68,32,236,32,,,,,,,,,,,,,,,,,,,,,,68,32,236,32
372,80,588,212,,,,,,,,,,,,,,,,,,,,,,372,80,588,212
44,8,148,12,,,,,,,,,,,,,,,,,,,,,,44,8,148,12
376,96,620,184,,,,,,,,,,,,,,,,,,,,,,376,96,620,184
324,80,628,260,,,,,,,,,,,,,,,,,,,,,,324,80,628,260
368,84,592,188,,,,,,,,,,,,,,,,,,,,,,368,84,592,188
248,72,324,336,,,,,,,,,,,,,,,,,,,,,,248,72,324,336
244,76,536,152,,,,,,,,,,,,,,,,,,,,,,244,76,536,152
56,24,220,36,,,,,,,,,,,,,,,,,,,,,,56,24,220,36
288,80,596,164,,,,,,,,,,,,,,,,,,,,,,288,80,596,164
392,84,608,200,,,,,,,,,,,,,,,,,,,,,,392,84,608,200
348,88,612,204,,,,,,,,,,,,,,,,,,,,,,348,88,612,204
324,80,504,168,,,,,,,,,,,,,,,,,,,,,,324,80,504,168
76,32,220,12,,,,,,,,,,,,,,,,,,,,,,76,32,220,12
392,80,500,204,,,,,,,,,,,,,,,,,,,,,,392,80,500,204
48,16,160,12,,,,,,,,,,,,,,,,,,,,,,48,16,160,12
300,88,632,152,,,,,,,,,,,,,,,,,,,,,,300,88,632,152
64,28,204,12,,,,,,,,,,,,,,,,,,,,,,64,28,204,12
44,8,232,20,,,,,,,,,,,,,,,,,,,,,,44,8,232,20
308,88,624,208,,,,,,,,,,,,,,,,,,,,,,308,88,624,208
304,80,600,204,,,,,,,,,,,,,,,,,,,,,,304,80,600,204
300,80,572,184,,,,,,,,,,,,,,,,,,,,,,300,80,572,184
64,28,220,20,,,,,,,,,,,,,,,,,,,,,,64,28,220,20
316,84,636,196,,,,,,,,,,,,,,,,,,,,,,316,84,636,196
340,88,656,252,,,,,,,,,,,,,,,,,,,,,,340,88,656,252
60,28,168,16,,,,,,,,,,,,,,,,,,,,,,60,28,168,16
64,28,200,20,,,,,,,,,,,,,,,,,,,,,,64,28,200,20
48,12,176,8,,,,,,,,,,,,,,,,,,,,,,48,12,176,8
44,12,144,4,,,,,,,,,,,,,,,,,,,,,,44,12,144,4
328,80,560,184,,,,,,,,,,,,,,,,,,,,,,328,80,560,184
64,28,224,20,,,,,,,,,,,,,,,,,,,,,,64,28,224,20
56,20,212,16,,,,,,,,,,,,,,,,,,,,,,56,20,212,16
64,28,204,12,,,,,,,,,,,,,,,,,,,,,,64,28,204,12
60,24,180,24,,,,,,,,,,,,,,,,,,,,,,60,24,180,24
340,80,628,240,,,,,,,,,,,,,,,,,,,,,,340,80,628,240
296,76,540,196,,,,,,,,,,,,,,,,,,,,,,296,76,540,196
352,80,640,208,,,,,,,,,,,,,,,,,,,,,,352,80,640,208
44,8,220,12,,,,,,,,,,,,,,,,,,,,,,44,8,220,12
388,80,600,184,,,,,,,,,,,,,,,,,,,,,,388,80,600,184
272,72,604,172,,,,,,,,,,,,,,,,,,,,,,272,72,604,172
76,36,256,32,,,,,,,,,,,,,,,,,,,,,,76,36,256,32
196,64,304,308,,,,,,,,,,,,,,,,,,,,,,196,64,304,308
280,84,628,172,,,,,,,,,,,,,,,,,,,,,,280,84,628,172
412,84,632,256,,,,,,,,,,,,,,,,,,,,,,412,84,632,256
52,20,164,12,,,,,,,,,,,,,,,,,,,,,,52,20,164,12
196,64,260,248,,,,,,,,,,,,,,,,,,,,,,196,64,260,248
336,88,568,204,,,,,,,,,,,,,,,,,,,,,,336,88,568,204
372,84,652,200,,,,,,,,,,,,,,,,,,,,,,372,84,652,200
52,20,168,28,,,,,,,,,,,,,,,,,,,,,,52,20,168,28
52,20,184,8,,,,,,,,,,,,,,,,,,,,,,52,20,184,8
184,60,236,64,,,,,,,,,,,,,,,,,,,,,,184,60,236,64
292,76,552,232,,,,,,,,,,,,,,,,,,,,,,292,76,552,232
44,12,116,8,,,,,,,,,,,,,,,,,,,,,,44,12,116,8
268,76,596,184,,,,,,,,,,,,,,,,,,,,,,268,76,596,184
248,76,528,156,,,,,,,,,,,,,,,,,,,,,,248,76,528,156
