Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal,,,,,,,,,,,,,,,,,,,,,,Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal
388,84,612,228,,,,,,,,,,,,,,,,,,,,,,388,84,612,228
60,28,188,20,,,,,,,,,,,,,,,,,,,,,,60,28,188,20
328,84,600,200,,,,,,,,,,,,,,,,,,,,,,328,84,600,200
60,24,196,24,,,,,,,,,,,,,,,,,,,,,,60,24,196,24
336,80,560,164,,,,,,,,,,,,,,,,,,,,,,336,80,560,164
340,84,580,220,,,,,,,,,,,,,,,,,,,,,,340,84,580,220
312,76,576,180,,,,,,,,,,,,,,,,,,,,,,312,76,576,180
308,76,588,176,,,,,,,,,,,,,,,,,,,,,,308,76,588,176
68,28,212,16,,,,,,,,,,,,,,,,,,,,,,68,28,212,16
292,80,516,160,,,,,,,,,,,,,,,,,,,,,,292,80,516,160
164,60,320,312,,,,,,,,,,,,,,,,,,,,,,164,60,320,312
308,76,520,220,,,,,,,,,,,,,,,,,,,,,,308,76,520,220
280,76,528,164,,,,,,,,,,,,,,,,,,,,,,280,76,528,164
48,16,220,24,,,,,,,,,,,,,,,,,,,,,,48,16,220,24
264,76,508,172,,,,,,,,,,,,,,,,,,,,,,264,76,508,172
56,24,208,16,,,,,,,,,,,,,,,,,,,,,,56,24,208,16
64,28,184,20,,,,,,,,,,,,,,,,,,,,,,64,28,184,20
268,76,552,152,,,,,,,,,,,,,,,,,,,,,,268,76,552,152
308,80,624,184,,,,,,,,,,,,,,,,,,,,,,308,80,624,184
380,80,576,192,,,,,,,,,,,,,,,,,,,,,,380,80,576,192
176,64,264,316,,,,,,,,,,,,,,,,,,,,,,176,64,264,316
344,84,596,224,,,,,,,,,,,,,,,,,,,,,,344,84,596,224
324,84,612,176,,,,,,,,,,,,,,,,,,,,,,324,84,612,176
296,72,568,176,,,,,,,,,,,,,,,,,,,,,,296,72,568,176
204,64,256,224,,,,,,,,,,,,,,,,,,,,,,204,64,256,224
364,104,560,200,,,,,,,,,,,,,,,,,,,,,,364,104,560,200
308,80,544,176,,,,,,,,,,,,,,,,,,,,,,308,80,544,176
336,80,612,260,,,,,,,,,,,,,,,,,,,,,,336,80,612,260
248,76,584,148,,,,,,,,,,,,,,,,,,,,,,248,76,584,148
172,60,212,152,,,,,,,,,,,,,,,,,,,,,,172,60,212,152
168,68,464,404,,,,,,,,,,,,,,,,,,,,,,168,68,464,404
48,12,204,8,,,,,,,,,,,,,,,,,,,,,,48,12,204,8
56,24,216,16,,,,,,,,,,,,,,,,,,,,,,56,24,216,16
48,16,224,20,,,,,,,,,,,,,,,,,,,,,,48,16,224,20
212,68,264,224,,,,,,,,,,,,,,,,,,,,,,212,68,264,224
52,20,224,16,,,,,,,,,,,,,,,,,,,,,,52,20,224,16
60,24,176,24,,,,,,,,,,,,,,,,,,,,,,60,24,176,24
192,64,272,224,,,,,,,,,,,,,,,,,,,,,,192,64,272,224
248,76,552,172,,,,,,,,,,,,,,,,,,,,,,248,76,552,172
64,28,176,28,,,,,,,,,,,,,,,,,,,,,,64,28,176,28
404,88,676,192,,,,,,,,,,,,,,,,,,,,,,404,88,676,192
84,36,288,36,,,,,,,,,,,,,,,,,,,,,,84,36,288,36
292,72,544,164,,,,,,,,,,,,,,,,,,,,,,292,72,544,164
332,80,592,172,,,,,,,,,,,,,,,,,,,,,,332,80,592,172
108,44,264,20,,,,,,,,,,,,,,,,,,,,,,108,44,264,20
44,8,160,20,,,,,,,,,,,,,,,,,,,,,,44,8,160,20
48,16,180,12,,,,,,,,,,,,,,,,,,,,,,48,16,180,12
308,80,644,240,,,,,,,,,,,,,,,,,,,,,,308,80,644,240
72,32,200,24,,,,,,,,,,,,,,,,,,,,,,72,32,200,24
68,32,288,24,,,,,,,,,,,,,,,,,,,,,,68,32,288,24
292,76,512,180,,,,,,,,,,,,,,,,,,,,,,292,76,512,180
72,32,204,16,,,,,,,,,,,,,,,,,,,,,,72,32,204,16
376,84,596,236,,,,,,,,,,,,,,,,,,,,,,376,84,596,236
284,80,536,184,,,,,,,,,,,,,,,,,,,,,,284,80,536,184
44,8,204,32,,,,,,,,,,,,,,,,,,,,,,44,8,204,32
388,84,600,192,,,,,,,,,,,,,,,,,,,,,,388,84,600,192
352,84,608,232,,,,,,,,,,,,,,,,,,,,,,352,84,608,232
392,88,616,232,,,,,,,,,,,,,,,,,,,,,,392,88,616,232
196,64,244,204,,,,,,,,,,,,,,,,,,,,,,196,64,244,204
48,12,160,12,,,,,,,,,,,,,,,,,,,,,,48,12,160,12
408,84,656,236,,,,,,,,,,,,,,,,,,,,,,408,84,656,236
208,68,244,248,,,,,,,,,,,,,,,,,,,,,,208,68,244,248
364,84,624,196,,,,,,,,,,,,,,,,,,,,,,364,84,624,196
292,76,308,80,,,,,,,,,,,,,,,,,,,,,,292,76,308,80
308,80,580,164,,,,,,,,,,,,,,,,,,,,,,308,80,580,164
296,76,572,184,,,,,,,,,,,,,,,,,,,,,,296,76,572,184
224,76,424,320,,,,,,,,,,,,,,,,,,,,,,224,76,424,320
332,84,684,212,,,,,,,,,,,,,,,,,,,,,,332,84,684,212
120,48,260,44,,,,,,,,,,,,,,,,,,,,,,120,48,260,44
152,56,300,248,,,,,,,,,,,,,,,,,,,,,,152,56,300,248
76,36,204,16,,,,,,,,,,,,,,,,,,,,,,76,36,204,16
300,76,556,180,,,,,,,,,,,,,,,,,,,,,,300,76,556,180
404,88,636,224,,,,,,,,,,,,,,,,,,,,,,404,88,636,224
308,80,560,212,,,,,,,,,,,,,,,,,,,,,,308,80,560,212
84,36,268,32,,,,,,,,,,,,,,,,,,,,,,84,36,268,32
392,80,552,196,,,,,,,,,,,,,,,,,,,,,,392,80,552,196
348,76,572,192,,,,,,,,,,,,,,,,,,,,,,348,76,572,192
340,80,656,216,,,,,,,,,,,,,,,,,,,,,,340,80,656,216
284,76,560,180,,,,,,,,,,,,,,,,,,,,,,284,76,560,180
236,64,504,144,,,,,,,,,,,,,,,,,,,,,,236,64,504,144
60,24,244,20,,,,,,,,,,,,,,,,,,,,,,60,24,244,20
320,76,496,184,,,,,,,,,,,,,,,,,,,,,,320,76,496,184
316,80,604,228,,,,,,,,,,,,,,,,,,,,,,316,80,604,228
300,92,604,168,,,,,,,,,,,,,,,,,,,,,,300,92,604,168
72,28,248,28,,,,,,,,,,,,,,,,,,,,,,72,28,248,28
320,76,560,164,,,,,,,,,,,,,,,,,,,,,,320,76,560,164
48,12,136,20,,,,,,,,,,,,,,,,,,,,,,48,12,136,20
212,64,260,300,,,,,,,,,,,,,,,,,,,,,,212,64,260,300
356,80,612,188,,,,,,,,,,,,,,,,,,,,,,356,80,612,188
64,28,172,12,,,,,,,,,,,,,,,,,,,,,,64,28,172,12
56,24,184,8,,,,,,,,,,,,,,,,,,,,,,56,24,184,8
352,80,584,188,,,,,,,,,,,,,,,,,,,,,,352,80,584,188
380,84,616,196,,,,,,,,,,,,,,,,,,,,,,380,84,616,196
48,12,204,20,,,,,,,,,,,,,,,,,,,,,,48,12,204,20
144,60,256,232,,,,,,,,,,,,,,,,,,,,,,144,60,256,232
44,8,192,28,,,,,,,,,,,,,,,,,,,,,,44,8,192,28
208,64,308,348,,,,,,,,,,,,,,,,,,,,,,208,64,308,348
68,32,228,32,,,,,,,,,,,,,,,,,,,,,,68,32,228,32
172,60,280,212,,,,,,,,,,,,,,,,,,,,,,172,60,280,212
200,68,320,312,,,,,,,,,,,,,,,,,,,,,,200,68,320,312
212,72,436,476,,,,,,,,,,,,,,,,,,,,,,212,72,436,476
400,84,624,240,,,,,,,,,,,,,,,,,,,,,,400,84,624,240
248,72,268,200,,,,,,,,,,,,,,,,,,,,,,248,72,268,200
52,16,192,16,,,,,,,,,,,,,,,,,,,,,,52,16,192,16
352,80,616,188,,,,,,,,,,,,,,,,,,,,,,352,80,616,188
300,76,588,140,,,,,,,,,,,,,,,,,,,,,,300,76,588,140
456,108,692,312,,,,,,,,,,,,,,,,,,,,,,456,108,692,312
320,84,616,196,,,,,,,,,,,,,,,,,,,,,,320,84,616,196
192,64,304,348,,,,,,,,,,,,,,,,,,,,,,192,64,304,348
240,76,460,552,,,,,,,,,,,,,,,,,,,,,,240,76,460,552
292,76,336,76,,,,,,,,,,,,,,,,,,,,,,292,76,336,76
272,76,532,148,,,,,,,,,,,,,,,,,,,,,,272,76,532,148
48,16,200,20,,,,,,,,,,,,,,,,,,,,,,48,16,200,20
284,76,600,184,,,,,,,,,,,,,,,,,,,,,,284,76,600,184
336,80,580,224,,,,,,,,,,,,,,,,,,,,,,336,80,580,224
376,80,592,176,,,,,,,,,,,,,,,,,,,,,,376,80,592,176
304,76,528,188,,,,,,,,,,,,,,,,,,,,,,304,76,528,188
312,76,580,220,,,,,,,,,,,,,,,,,,,,,,312,76,580,220
352,88,620,200,,,,,,,,,,,,,,,,,,,,,,352,88,620,200
148,56,264,240,,,,,,,,,,,,,,,,,,,,,,148,56,264,240
316,76,552,160,,,,,,,,,,,,,,,,,,,,,,316,76,552,160
172,60,292,264,,,,,,,,,,,,,,,,,,,,,,172,60,292,264
48,12,228,8,,,,,,,,,,,,,,,,,,,,,,48,12,228,8
280,80,572,180,,,,,,,,,,,,,,,,,,,,,,280,80,572,180
252,68,528,184,,,,,,,,,,,,,,,,,,,,,,252,68,528,184
328,84,576,180,,,,,,,,,,,,,,,,,,,,,,328,84,576,180
308,80,528,172,,,,,,,,,,,,,,,,,,,,,,308,80,528,172
56,24,204,8,,,,,,,,,,,,,,,,,,,,,,56,24,204,8
52,20,164,20,,,,,,,,,,,,,,,,,,,,,,52,20,164,20
52,20,212,20,,,,,,,,,,,,,,,,,,,,,,52,20,212,20
280,76,552,176,,,,,,,,,,,,,,,,,,,,,,280,76,552,176
64,28,192,24,,,,,,,,,,,,,,,,,,,,,,64,28,192,24
216,76,436,440,,,,,,,,,,,,,,,,,,,,,,216,76,436,440
204,76,296,332,,,,,,,,,,,,,,,,,,,,,,204,76,296,332
176,60,308,308,,,,,,,,,,,,,,,,,,,,,,176,60,308,308
100,44,240,40,,,,,,,,,,,,,,,,,,,,,,100,44,240,40
384,84,620,216,,,,,,,,,,,,,,,,,,,,,,384,84,620,216
48,16,200,20,,,,,,,,,,,,,,,,,,,,,,48,16,200,20
308,80,584,192,,,,,,,,,,,,,,,,,,,,,,308,80,584,192
128,52,260,96,,,,,,,,,,,,,,,,,,,,,,128,52,260,96
84,40,220,16,,,,,,,,,,,,,,,,,,,,,,84,40,220,16
68,28,188,24,,,,,,,,,,,,,,,,,,,,,,68,28,188,24
312,84,568,188,,,,,,,,,,,,,,,,,,,,,,312,84,568,188
244,72,620,160,,,,,,,,,,,,,,,,,,,,,,244,72,620,160
320,80,580,180,,,,,,,,,,,,,,,,,,,,,,320,80,580,180
252,72,584,140,,,,,,,,,,,,,,,,,,,,,,252,72,584,140
308,76,520,136,,,,,,,,,,,,,,,,,,,,,,308,76,520,136
68,32,188,16,,,,,,,,,,,,,,,,,,,,,,68,32,188,16
60,28,172,16,,,,,,,,,,,,,,,,,,,,,,60,28,172,16
276,76,600,172,,,,,,,,,,,,,,,,,,,,,,276,76,600,172
328,84,608,212,,,,,,,,,,,,,,,,,,,,,,328,84,608,212
312,76,564,268,,,,,,,,,,,,,,,,,,,,,,312,76,564,268
48,16,184,20,,,,,,,,,,,,,,,,,,,,,,48,16,184,20
44,8,192,16,,,,,,,,,,,,,,,,,,,,,,44,8,192,16
212,80,628,192,,,,,,,,,,,,,,,,,,,,,,212,80,628,192
304,72,532,160,,,,,,,,,,,,,,,,,,,,,,304,72,532,160
196,64,332,372,,,,,,,,,,,,,,,,,,,,,,196,64,332,372
52,20,224,32,,,,,,,,,,,,,,,,,,,,,,52,20,224,32
300,80,644,188,,,,,,,,,,,,,,,,,,,,,,300,80,644,188
336,84,584,200,,,,,,,,,,,,,,,,,,,,,,336,84,584,200
48,16,212,16,,,,,,,,,,,,,,,,,,,,,,48,16,212,16
60,24,160,16,,,,,,,,,,,,,,,,,,,,,,60,24,160,16
44,12,184,20,,,,,,,,,,,,,,,,,,,,,,44,12,184,20
340,88,596,180,,,,,,,,,,,,,,,,,,,,,,340,88,596,180
48,12,192,16,,,,,,,,,,,,,,,,,,,,,,48,12,192,16
312,84,552,184,,,,,,,,,,,,,,,,,,,,,,312,84,552,184
140,52,216,28,,,,,,,,,,,,,,,,,,,,,,140,52,216,28
88,36,280,20,,,,,,,,,,,,,,,,,,,,,,88,36,280,20
352,84,524,140,,,,,,,,,,,,,,,,,,,,,,352,84,524,140
52,20,164,20,,,,,,,,,,,,,,,,,,,,,,52,20,164,20
44,8,152,12,,,,,,,,,,,,,,,,,,,,,,44,8,152,12
100,44,300,32,,,,,,,,,,,,,,,,,,,,,,100,44,300,32
48,12,192,16,,,,,,,,,,,,,,,,,,,,,,48,12,192,16
320,84,540,160,,,,,,,,,,,,,,,,,,,,,,320,84,540,160
44,8,184,12,,,,,,,,,,,,,,,,,,,,,,44,8,184,12
296,76,648,180,,,,,,,,,,,,,,,,,,,,,,296,76,648,180
304,76,548,204,,,,,,,,,,,,,,,,,,,,,,304,76,548,204
300,80,536,144,,,,,,,,,,,,,,,,,,,,,,300,80,536,144
296,76,540,172,,,,,,,,,,,,,,,,,,,,,,296,76,540,172
316,76,552,168,,,,,,,,,,,,,,,,,,,,,,316,76,552,168
336,84,616,196,,,,,,,,,,,,,,,,,,,,,,336,84,616,196
188,64,212,192,,,,,,,,,,,,,,,,,,,,,,188,64,212,192
56,24,228,16,,,,,,,,,,,,,,,,,,,,,,56,24,228,16
72,32,244,24,,,,,,,,,,,,,,,,,,,,,,72,32,244,24
360,84,608,188,,,,,,,,,,,,,,,,,,,,,,360,84,608,188
328,84,648,212,,,,,,,,,,,,,,,,,,,,,,328,84,648,212
288,76,596,184,,,,,,,,,,,,,,,,,,,,,,288,76,596,184
284,80,588,188,,,,,,,,,,,,,,,,,,,,,,284,80,588,188
220,72,436,356,,,,,,,,,,,,,,,,,,,,,,220,72,436,356
324,76,620,184,,,,,,,,,,,,,,,,,,,,,,324,76,620,184
220,68,288,276,,,,,,,,,,,,,,,,,,,,,,220,68,288,276
212,68,252,236,,,,,,,,,,,,,,,,,,,,,,212,68,252,236
252,76,552,172,,,,,,,,,,,,,,,,,,,,,,252,76,552,172
168,72,432,364,,,,,,,,,,,,,,,,,,,,,,168,72,432,364
332,80,576,180,,,,,,,,,,,,,,,,,,,,,,332,80,576,180
412,84,596,204,,,,,,,,,,,,,,,,,,,,,,412,84,596,204
388,84,628,240,,,,,,,,,,,,,,,,,,,,,,388,84,628,240
56,24,188,20,,,,,,,,,,,,,,,,,,,,,,56,24,188,20
348,80,568,192,,,,,,,,,,,,,,,,,,,,,,348,80,568,192
304,80,520,152,,,,,,,,,,,,,,,,,,,,,,304,80,520,152
44,8,180,20,,,,,,,,,,,,,,,,,,,,,,44,8,180,20
92,40,232,44,,,,,,,,,,,,,,,,,,,,,,92,40,232,44
364,80,632,228,,,,,,,,,,,,,,,,,,,,,,364,80,632,228
52,20,188,8,,,,,,,,,,,,,,,,,,,,,,52,20,188,8
56,24,216,20,,,,,,,,,,,,,,,,,,,,,,56,24,216,20
72,32,192,28,,,,,,,,,,,,,,,,,,,,,,72,32,192,28
276,84,608,196,,,,,,,,,,,,,,,,,,,,,,276,84,608,196
80,36,204,24,,,,,,,,,,,,,,,,,,,,,,80,36,204,24
372,84,556,224,,,,,,,,,,,,,,,,,,,,,,372,84,556,224
204,68,292,248,,,,,,,,,,,,,,,,,,,,,,204,68,292,248
332,76,560,176,,,,,,,,,,,,,,,,,,,,,,332,76,560,176
52,16,220,12,,,,,,,,,,,,,,,,,,,,,,52,16,220,12
60,28,156,8,,,,,,,,,,,,,,,,,,,,,,60,28,156,8
380,88,628,204,,,,,,,,,,,,,,,,,,,,,,380,88,628,204
296,80,584,176,,,,,,,,,,,,,,,,,,,,,,296,80,584,176
112,44,256,24,,,,,,,,,,,,,,,,,,,,,,112,44,256,24
188,64,296,356,,,,,,,,,,,,,,,,,,,,,,188,64,296,356
296,80,504,144,,,,,,,,,,,,,,,,,,,,,,296,80,504,144
52,20,188,20,,,,,,,,,,,,,,,,,,,,,,52,20,188,20
44,12,144,20,,,,,,,,,,,,,,,,,,,,,,44,12,144,20
160,60,272,224,,,,,,,,,,,,,,,,,,,,,,160,60,272,224
188,64,276,204,,,,,,,,,,,,,,,,,,,,,,188,64,276,204
352,80,704,112,,,,,,,,,,,,,,,,,,,,,,352,80,704,112
88,40,260,32,,,,,,,,,,,,,,,,,,,,,,88,40,260,32
120,48,248,36,,,,,,,,,,,,,,,,,,,,,,120,48,248,36
392,88,604,216,,,,,,,,,,,,,,,,,,,,,,392,88,604,216
56,20,160,24,,,,,,,,,,,,,,,,,,,,,,56,20,160,24
80,36,240,28,,,,,,,,,,,,,,,,,,,,,,80,36,240,28
76,36,280,16,,,,,,,,,,,,,,,,,,,,,,76,36,280,16
332,80,596,160,,,,,,,,,,,,,,,,,,,,,,332,80,596,160
332,80,548,140,,,,,,,,,,,,,,,,,,,,,,332,80,548,140
292,76,588,176,,,,,,,,,,,,,,,,,,,,,,292,76,588,176
160,60,312,224,,,,,,,,,,,,,,,,,,,,,,160,60,312,224
352,84,580,192,,,,,,,,,,,,,,,,,,,,,,352,84,580,192
404,84,620,228,,,,,,,,,,,,,,,,,,,,,,404,84,620,228
44,12,184,12,,,,,,,,,,,,,,,,,,,,,,44,12,184,12
360,80,580,212,,,,,,,,,,,,,,,,,,,,,,360,80,580,212
80,32,248,28,,,,,,,,,,,,,,,,,,,,,,80,32,248,28
364,80,584,188,,,,,,,,,,,,,,,,,,,,,,364,80,584,188
196,68,440,440,,,,,,,,,,,,,,,,,,,,,,196,68,440,440
252,72,548,168,,,,,,,,,,,,,,,,,,,,,,252,72,548,168
348,88,568,172,,,,,,,,,,,,,,,,,,,,,,348,88,568,172
356,80,588,212,,,,,,,,,,,,,,,,,,,,,,356,80,588,212
356,84,600,200,,,,,,,,,,,,,,,,,,,,,,356,84,600,200
44,12,136,12,,,,,,,,,,,,,,,,,,,,,,44,12,136,12
276,80,640,220,,,,,,,,,,,,,,,,,,,,,,276,80,640,220
352,88,600,168,,,,,,,,,,,,,,,,,,,,,,352,88,600,168
208,64,332,252,,,,,,,,,,,,,,,,,,,,,,208,64,332,252
292,76,540,184,,,,,,,,,,,,,,,,,,,,,,292,76,540,184
64,28,216,12,,,,,,,,,,,,,,,,,,,,,,64,28,216,12
208,68,268,296,,,,,,,,,,,,,,,,,,,,,,208,68,268,296
304,80,600,200,,,,,,,,,,,,,,,,,,,,,,304,80,600,200
56,24,196,24,,,,,,,,,,,,,,,,,,,,,,56,24,196,24
48,12,136,8,,,,,,,,,,,,,,,,,,,,,,48,12,136,8
264,76,556,192,,,,,,,,,,,,,,,,,,,,,,264,76,556,192
88,40,232,24,,,,,,,,,,,,,,,,,,,,,,88,40,232,24
260,76,524,172,,,,,,,,,,,,,,,,,,,,,,260,76,524,172
352,84,584,172,,,,,,,,,,,,,,,,,,,,,,352,84,584,172
396,84,596,212,,,,,,,,,,,,,,,,,,,,,,396,84,596,212
280,76,568,200,,,,,,,,,,,,,,,,,,,,,,280,76,568,200
60,24,176,16,,,,,,,,,,,,,,,,,,,,,,60,24,176,16
288,80,560,216,,,,,,,,,,,,,,,,,,,,,,288,80,560,216
168,60,264,224,,,,,,,,,,,,,,,,,,,,,,168,60,264,224
88,40,276,16,,,,,,,,,,,,,,,,,,,,,,88,40,276,16
204,64,320,364,,,,,,,,,,,,,,,,,,,,,,204,64,320,364
272,80,588,188,,,,,,,,,,,,,,,,,,,,,,272,80,588,188
376,88,632,212,,,,,,,,,,,,,,,,,,,,,,376,88,632,212
380,84,600,176,,,,,,,,,,,,,,,,,,,,,,380,84,600,176
292,84,528,148,,,,,,,,,,,,,,,,,,,,,,292,84,528,148
300,80,564,168,,,,,,,,,,,,,,,,,,,,,,300,80,564,168
244,68,484,140,,,,,,,,,,,,,,,,,,,,,,244,68,484,140
200,72,472,272,,,,,,,,,,,,,,,,,,,,,,200,72,472,272
60,28,204,32,,,,,,,,,,,,,,,,,,,,,,60,28,204,32
240,72,584,208,,,,,,,,,,,,,,,,,,,,,,240,72,584,208
176,64,244,180,,,,,,,,,,,,,,,,,,,,,,176,64,244,180
252,72,584,188,,,,,,,,,,,,,,,,,,,,,,252,72,584,188
340,88,608,212,,,,,,,,,,,,,,,,,,,,,,340,88,608,212
332,80,592,192,,,,,,,,,,,,,,,,,,,,,,332,80,592,192
292,80,608,212,,,,,,,,,,,,,,,,,,,,,,292,80,608,212
392,80,572,200,,,,,,,,,,,,,,,,,,,,,,392,80,572,200
148,64,436,284,,,,,,,,,,,,,,,,,,,,,,148,64,436,284
44,12,212,16,,,,,,,,,,,,,,,,,,,,,,44,12,212,16
172,60,316,256,,,,,,,,,,,,,,,,,,,,,,172,60,316,256
52,20,192,28,,,,,,,,,,,,,,,,,,,,,,52,20,192,28
284,80,620,200,,,,,,,,,,,,,,,,,,,,,,284,80,620,200
344,88,648,216,,,,,,,,,,,,,,,,,,,,,,344,88,648,216
296,72,504,148,,,,,,,,,,,,,,,,,,,,,,296,72,504,148
308,80,440,132,,,,,,,,,,,,,,,,,,,,,,308,80,440,132
364,84,636,232,,,,,,,,,,,,,,,,,,,,,,364,84,636,232
260,68,548,196,,,,,,,,,,,,,,,,,,,,,,260,68,548,196
176,68,424,360,,,,,,,,,,,,,,,,,,,,,,176,68,424,360
72,32,184,20,,,,,,,,,,,,,,,,,,,,,,72,32,184,20
392,84,592,212,,,,,,,,,,,,,,,,,,,,,,392,84,592,212
364,76,568,216,,,,,,,,,,,,,,,,,,,,,,364,76,568,216
156,60,260,280,,,,,,,,,,,,,,,,,,,,,,156,60,260,280
80,32,168,28,,,,,,,,,,,,,,,,,,,,,,80,32,168,28
324,80,556,220,,,,,,,,,,,,,,,,,,,,,,324,80,556,220
392,84,604,196,,,,,,,,,,,,,,,,,,,,,,392,84,604,196
64,28,212,16,,,,,,,,,,,,,,,,,,,,,,64,28,212,16
272,80,624,172,,,,,,,,,,,,,,,,,,,,,,272,80,624,172
200,68,324,452,,,,,,,,,,,,,,,,,,,,,,200,68,324,452
44,16,208,8,,,,,,,,,,,,,,,,,,,,,,44,16,208,8
104,44,224,20,,,,,,,,,,,,,,,,,,,,,,104,44,224,20
296,80,620,180,,,,,,,,,,,,,,,,,,,,,,296,80,620,180
232,80,436,396,,,,,,,,,,,,,,,,,,,,,,232,80,436,396
308,80,580,168,,,,,,,,,,,,,,,,,,,,,,308,80,580,168
48,16,164,12,,,,,,,,,,,,,,,,,,,,,,48,16,164,12
276,72,600,184,,,,,,,,,,,,,,,,,,,,,,276,72,600,184
348,84,576,196,,,,,,,,,,,,,,,,,,,,,,348,84,576,196
68,28,216,16,,,,,,,,,,,,,,,,,,,,,,68,28,216,16
364,88,648,288,,,,,,,,,,,,,,,,,,,,,,364,88,648,288
64,28,200,16,,,,,,,,,,,,,,,,,,,,,,64,28,200,16
360,84,588,192,,,,,,,,,,,,,,,,,,,,,,360,84,588,192
68,28,212,28,,,,,,,,,,,,,,,,,,,,,,68,28,212,28
264,80,632,216,,,,,,,,,,,,,,,,,,,,,,264,80,632,216
116,48,252,32,,,,,,,,,,,,,,,,,,,,,,116,48,252,32
92,40,232,40,,,,,,,,,,,,,,,,,,,,,,92,40,232,40
312,84,644,176,,,,,,,,,,,,,,,,,,,,,,312,84,644,176
60,24,160,24,,,,,,,,,,,,,,,,,,,,,,60,24,160,24
380,88,660,216,,,,,,,,,,,,,,,,,,,,,,380,88,660,216
376,84,608,204,,,,,,,,,,,,,,,,,,,,,,376,84,608,204
140,56,276,224,,,,,,,,,,,,,,,,,,,,,,140,56,276,224
364,80,572,188,,,,,,,,,,,,,,,,,,,,,,364,80,572,188
48,16,240,32,,,,,,,,,,,,,,,,,,,,,,48,16,240,32
380,84,636,228,,,,,,,,,,,,,,,,,,,,,,380,84,636,228
396,84,640,224,,,,,,,,,,,,,,,,,,,,,,396,84,640,224
92,44,248,40,,,,,,,,,,,,,,,,,,,,,,92,44,248,40
60,24,236,24,,,,,,,,,,,,,,,,,,,,,,60,24,236,24
316,76,512,180,,,,,,,,,,,,,,,,,,,,,,316,76,512,180
200,64,280,284,,,,,,,,,,,,,,,,,,,,,,200,64,280,284
76,36,216,40,,,,,,,,,,,,,,,,,,,,,,76,36,216,40
56,20,212,28,,,,,,,,,,,,,,,,,,,,,,56,20,212,28
276,76,628,152,,,,,,,,,,,,,,,,,,,,,,276,76,628,152
304,76,588,212,,,,,,,,,,,,,,,,,,,,,,304,76,588,212
320,88,636,176,,,,,,,,,,,,,,,,,,,,,,320,88,636,176
172,60,272,236,,,,,,,,,,,,,,,,,,,,,,172,60,272,236
96,40,244,32,,,,,,,,,,,,,,,,,,,,,,96,40,244,32
328,76,584,192,,,,,,,,,,,,,,,,,,,,,,328,76,584,192
296,76,548,172,,,,,,,,,,,,,,,,,,,,,,296,76,548,172
288,76,564,160,,,,,,,,,,,,,,,,,,,,,,288,76,564,160
156,56,264,296,,,,,,,,,,,,,,,,,,,,,,156,56,264,296
284,76,556,156,,,,,,,,,,,,,,,,,,,,,,284,76,556,156
156,64,516,108,,,,,,,,,,,,,,,,,,,,,,156,64,516,108
256,80,596,168,,,,,,,,,,,,,,,,,,,,,,256,80,596,168
328,80,548,164,,,,,,,,,,,,,,,,,,,,,,328,80,548,164
216,72,572,164,,,,,,,,,,,,,,,,,,,,,,216,72,572,164
208,68,288,244,,,,,,,,,,,,,,,,,,,,,,208,68,288,244
312,76,588,216,,,,,,,,,,,,,,,,,,,,,,312,76,588,216
276,76,584,148,,,,,,,,,,,,,,,,,,,,,,276,76,584,148
332,76,640,224,,,,,,,,,,,,,,,,,,,,,,332,76,640,224
176,64,232,212,,,,,,,,,,,,,,,,,,,,,,176,64,232,212
380,84,600,200,,,,,,,,,,,,,,,,,,,,,,380,84,600,200
72,32,248,28,,,,,,,,,,,,,,,,,,,,,,72,32,248,28
364,84,568,220,,,,,,,,,,,,,,,,,,,,,,364,84,568,220
312,76,500,188,,,,,,,,,,,,,,,,,,,,,,312,76,500,188
404,80,584,212,,,,,,,,,,,,,,,,,,,,,,404,80,584,212
88,36,240,28,,,,,,,,,,,,,,,,,,,,,,88,36,240,28
56,28,364,48,,,,,,,,,,,,,,,,,,,,,,56,28,364,48
348,80,624,204,,,,,,,,,,,,,,,,,,,,,,348,80,624,204
260,76,536,172,,,,,,,,,,,,,,,,,,,,,,260,76,536,172
368,84,620,244,,,,,,,,,,,,,,,,,,,,,,368,84,620,244
340,84,624,192,,,,,,,,,,,,,,,,,,,,,,340,84,624,192
52,20,168,12,,,,,,,,,,,,,,,,,,,,,,52,20,168,12
108,44,392,32,,,,,,,,,,,,,,,,,,,,,,108,44,392,32
316,84,588,180,,,,,,,,,,,,,,,,,,,,,,316,84,588,180
352,84,636,220,,,,,,,,,,,,,,,,,,,,,,352,84,636,220
60,28,192,32,,,,,,,,,,,,,,,,,,,,,,60,28,192,32
48,16,184,4,,,,,,,,,,,,,,,,,,,,,,48,16,184,4
44,8,196,24,,,,,,,,,,,,,,,,,,,,,,44,8,196,24
80,36,212,20,,,,,,,,,,,,,,,,,,,,,,80,36,212,20
184,68,504,144,,,,,,,,,,,,,,,,,,,,,,184,68,504,144
56,20,168,24,,,,,,,,,,,,,,,,,,,,,,56,20,168,24
60,36,268,24,,,,,,,,,,,,,,,,,,,,,,60,36,268,24
292,84,572,152,,,,,,,,,,,,,,,,,,,,,,292,84,572,152
48,16,172,16,,,,,,,,,,,,,,,,,,,,,,48,16,172,16
